"Route ID","Route Code","Depot Id","Depot Name",Location,"Agent ID","Agent Code","Agent name","Region ID","Region Name","Sub Region ID","Sub Region Name",Country,"Regional Sales Manager ID","Regional Sales Manager Name","Regional Sales Manager Data","Area Sales Supervisor ID","Area Sales Supervisor Name","Area Sales Supervisor Data"
496,RT0482,130,"Hemcad Limited - Nakivale",NAKIVALE,109567,HC00000129,"Hemcad Ltd - Nyakivale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
497,RT0483,130,"Hemcad Limited - Nakivale",NAKIVALE,109567,HC00000129,"Hemcad Ltd - Nyakivale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
67,RT0066,132,"Zigoti Coffee Works Limeted - Kiboga",KIBOGA,125763,HC00000131,"Zigoti Coffeee Works Ltd - Kiboga",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
68,RT0067,132,"Zigoti Coffee Works Limeted - Kiboga",KIBOGA,125763,HC00000131,"Zigoti Coffeee Works Ltd - Kiboga",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
69,RT0068,132,"Zigoti Coffee Works Limeted - Kiboga",KIBOGA,125763,HC00000131,"Zigoti Coffeee Works Ltd - Kiboga",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
70,RT0069,132,"Zigoti Coffee Works Limeted - Kiboga",KIBOGA,125763,HC00000131,"Zigoti Coffeee Works Ltd - Kiboga",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
71,RT0070,132,"Zigoti Coffee Works Limeted - Kiboga",KIBOGA,125763,HC00000131,"Zigoti Coffeee Works Ltd - Kiboga",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
269,RT0256,132,"Zigoti Coffee Works Limeted - Kiboga",KIBOGA,125763,HC00000131,"Zigoti Coffeee Works Ltd - Kiboga",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
338,RT0325,133,"Manuel-E- Investments Limited - Kisoro",KISORO,125805,HC00000132,"MANUEL -E- INVESTMENTS LTD - KISORO",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
415,RT0402,133,"Manuel-E- Investments Limited - Kisoro",KISORO,125805,HC00000132,"MANUEL -E- INVESTMENTS LTD - KISORO",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
416,RT0403,133,"Manuel-E- Investments Limited - Kisoro",KISORO,125805,HC00000132,"MANUEL -E- INVESTMENTS LTD - KISORO",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
417,RT0404,133,"Manuel-E- Investments Limited - Kisoro",KISORO,125805,HC00000132,"MANUEL -E- INVESTMENTS LTD - KISORO",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
501,RT0487,134,"BXB ENTERPRISES LTD - Kyenjojo",KYENJOJO,133009,HC00000134,"BXB Enterprises Ltd - Kyenjojo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
502,RT0488,134,"BXB ENTERPRISES LTD - Kyenjojo",KYENJOJO,133009,HC00000134,"BXB Enterprises Ltd - Kyenjojo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
503,RT0489,134,"BXB ENTERPRISES LTD - Kyenjojo",KYENJOJO,133009,HC00000134,"BXB Enterprises Ltd - Kyenjojo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
504,RT0490,134,"BXB ENTERPRISES LTD - Kyenjojo",KYENJOJO,133009,HC00000134,"BXB Enterprises Ltd - Kyenjojo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
641,RT0627,134,"BXB ENTERPRISES LTD - Kyenjojo",KYENJOJO,133009,HC00000134,"BXB Enterprises Ltd - Kyenjojo",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
223,RT0187,135,"Westerveld Enterprises - Bugembe",BUGEMBE,154707,HC00000135,"Westerveld Enterprises Ltd - Bugembe",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
224,RT0188,135,"Westerveld Enterprises - Bugembe",BUGEMBE,154707,HC00000135,"Westerveld Enterprises Ltd - Bugembe",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
225,RT0189,135,"Westerveld Enterprises - Bugembe",BUGEMBE,154707,HC00000135,"Westerveld Enterprises Ltd - Bugembe",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
359,RT0346,135,"Westerveld Enterprises - Bugembe",BUGEMBE,154707,HC00000135,"Westerveld Enterprises Ltd - Bugembe",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
517,RT0503,137,"Together We Can Enterprises -Ggaba",GGABA,172823,HC00000461,"Together We Can Enterprises - Ggaba",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",284,"SB4 Nakiyinga","284-SB4 Nakiyinga"
518,RT0504,137,"Together We Can Enterprises -Ggaba",GGABA,172823,HC00000461,"Together We Can Enterprises - Ggaba",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",284,"SB4 Nakiyinga","284-SB4 Nakiyinga"
519,RT0505,137,"Together We Can Enterprises -Ggaba",GGABA,172823,HC00000461,"Together We Can Enterprises - Ggaba",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",284,"SB4 Nakiyinga","284-SB4 Nakiyinga"
325,RT0312,138,"Muhairwe Remegio Services - Ibanda",IBANDA,173142,HC00000753,"Muhairwe Remegio Services - Ibanda",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
387,RT0374,138,"Muhairwe Remegio Services - Ibanda",IBANDA,173142,HC00000753,"Muhairwe Remegio Services - Ibanda",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
388,RT0375,138,"Muhairwe Remegio Services - Ibanda",IBANDA,173142,HC00000753,"Muhairwe Remegio Services - Ibanda",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
668,RT0654,138,"Muhairwe Remegio Services - Ibanda",IBANDA,173142,HC00000753,"Muhairwe Remegio Services - Ibanda",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
758,RT0744,138,"Muhairwe Remegio Services - Ibanda",IBANDA,173142,HC00000753,"Muhairwe Remegio Services - Ibanda",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",106,"SW3 Kasiira","106-SW3 Kasiira"
535,RT0521,139,"Little Profits Investments Ltd - Kibibi",KIBIBI,173503,HC00000465,"Little Profits Investments Ltd - Kibibi",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",184,"NB3 Dorothy","184-NB3 Dorothy"
536,RT0522,139,"Little Profits Investments Ltd - Kibibi",KIBIBI,173503,HC00000465,"Little Profits Investments Ltd - Kibibi",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",184,"NB3 Dorothy","184-NB3 Dorothy"
537,RT0523,140,"Little Profits Investments Ltd - Kanoni",KANONI,173504,HC00000466,"Little Profits Investments Ltd-Kanoni",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",184,"NB3 Dorothy","184-NB3 Dorothy"
538,RT0524,140,"Little Profits Investments Ltd - Kanoni",KANONI,173504,HC00000466,"Little Profits Investments Ltd-Kanoni",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",184,"NB3 Dorothy","184-NB3 Dorothy"
539,RT0525,140,"Little Profits Investments Ltd - Kanoni",KANONI,173504,HC00000466,"Little Profits Investments Ltd-Kanoni",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",184,"NB3 Dorothy","184-NB3 Dorothy"
583,RT0569,141,"Tinka And Sons Holdings Limited-Kyegegwa",KYEGEGWA,173702,HC00000470,"Tinka & Sons Holding Ltd - Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
584,RT0570,141,"Tinka And Sons Holdings Limited-Kyegegwa",KYEGEGWA,173702,HC00000470,"Tinka & Sons Holding Ltd - Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
585,RT0571,141,"Tinka And Sons Holdings Limited-Kyegegwa",KYEGEGWA,173702,HC00000470,"Tinka & Sons Holding Ltd - Kyegegwa",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",249,"NW1 Oscar","249-NW1 Oscar"
531,RT0517,142,"Tasuda Trading Company Limited-Wakiso",WAKISO,174235,HC00000474,"Tasuda Trading Company Ltd - Wakiso",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",396,"SB2 Musoke David","396-SB2 Musoke David"
532,RT0518,142,"Tasuda Trading Company Limited-Wakiso",WAKISO,174235,HC00000474,"Tasuda Trading Company Ltd - Wakiso",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",396,"SB2 Musoke David","396-SB2 Musoke David"
533,RT0519,142,"Tasuda Trading Company Limited-Wakiso",WAKISO,174235,HC00000474,"Tasuda Trading Company Ltd - Wakiso",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",396,"SB2 Musoke David","396-SB2 Musoke David"
534,RT0520,142,"Tasuda Trading Company Limited-Wakiso",WAKISO,174235,HC00000474,"Tasuda Trading Company Ltd - Wakiso",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",396,"SB2 Musoke David","396-SB2 Musoke David"
527,RT0513,143,"Lubya Family Business Limited - Semuto",SEMUTO,172263,HC00000283,"Lubya Family Business Ltd - Semuto",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",101,"NB1 Osman","101-NB1 Osman"
528,RT0514,143,"Lubya Family Business Limited - Semuto",SEMUTO,172263,HC00000283,"Lubya Family Business Ltd - Semuto",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",101,"NB1 Osman","101-NB1 Osman"
529,RT0515,143,"Lubya Family Business Limited - Semuto",SEMUTO,172263,HC00000283,"Lubya Family Business Ltd - Semuto",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",101,"NB1 Osman","101-NB1 Osman"
530,RT0516,143,"Lubya Family Business Limited - Semuto",SEMUTO,172263,HC00000283,"Lubya Family Business Ltd - Semuto",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",101,"NB1 Osman","101-NB1 Osman"
523,RT0509,144,"Good Faith Enterprises - Gayaza",GAYAZA,174304,HC00000475,"Good Faith Enterprises - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
524,RT0510,144,"Good Faith Enterprises - Gayaza",GAYAZA,174304,HC00000475,"Good Faith Enterprises - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
525,RT0511,144,"Good Faith Enterprises - Gayaza",GAYAZA,174304,HC00000475,"Good Faith Enterprises - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
526,RT0512,144,"Good Faith Enterprises - Gayaza",GAYAZA,174304,HC00000475,"Good Faith Enterprises - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
554,RT0540,145,"Jackov And Sons Agencies Ltd - Masindi",MASINDI,174316,HC00000477,"Jackov Enterprises (U)-SMC Ltd - Masindi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
555,RT0541,145,"Jackov And Sons Agencies Ltd - Masindi",MASINDI,174316,HC00000477,"Jackov Enterprises (U)-SMC Ltd - Masindi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
556,RT0542,145,"Jackov And Sons Agencies Ltd - Masindi",MASINDI,174316,HC00000477,"Jackov Enterprises (U)-SMC Ltd - Masindi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
557,RT0543,145,"Jackov And Sons Agencies Ltd - Masindi",MASINDI,174316,HC00000477,"Jackov Enterprises (U)-SMC Ltd - Masindi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
558,RT0544,145,"Jackov And Sons Agencies Ltd - Masindi",MASINDI,174316,HC00000477,"Jackov Enterprises (U)-SMC Ltd - Masindi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
660,RT0646,145,"Jackov And Sons Agencies Ltd - Masindi",MASINDI,174316,HC00000477,"Jackov Enterprises (U)-SMC Ltd - Masindi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
661,RT0647,145,"Jackov And Sons Agencies Ltd - Masindi",MASINDI,174316,HC00000477,"Jackov Enterprises (U)-SMC Ltd - Masindi",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",357,"NW3 Abdul Nassir","357-NW3 Abdul Nassir"
540,RT0526,146,"Ngwije Investments -SMC Ltd - Sheema",SHEEMA,172663,HC00000368,"Ngwije Investments - SMC Ltd-Sheema",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
541,RT0527,146,"Ngwije Investments -SMC Ltd - Sheema",SHEEMA,172663,HC00000368,"Ngwije Investments - SMC Ltd-Sheema",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
542,RT0528,146,"Ngwije Investments -SMC Ltd - Sheema",SHEEMA,172663,HC00000368,"Ngwije Investments - SMC Ltd-Sheema",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",285,"SW2 Wilberforce","285-SW2 Wilberforce"
544,RT0530,148,"Byekwaso Investments Ltd - Kabale",KABALE,174379,HC00000478,"Byekwaso Investments Ltd - Kabale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
545,RT0531,148,"Byekwaso Investments Ltd - Kabale",KABALE,174379,HC00000478,"Byekwaso Investments Ltd - Kabale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
546,RT0532,148,"Byekwaso Investments Ltd - Kabale",KABALE,174379,HC00000478,"Byekwaso Investments Ltd - Kabale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
547,RT0533,149,"Muwanguzi Bob & Sons Enterprises-Kayunga",KAYUNGA,175666,HC00000484,"Muwanguzi Bob & Sons Enterprises-Kayunga",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",376,"SB10 Peter","376-SB10 Peter"
548,RT0534,149,"Muwanguzi Bob & Sons Enterprises-Kayunga",KAYUNGA,175666,HC00000484,"Muwanguzi Bob & Sons Enterprises-Kayunga",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",376,"SB10 Peter","376-SB10 Peter"
549,RT0535,149,"Muwanguzi Bob & Sons Enterprises-Kayunga",KAYUNGA,175666,HC00000484,"Muwanguzi Bob & Sons Enterprises-Kayunga",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",376,"SB10 Peter","376-SB10 Peter"
550,RT0536,151,"Bish Suppliers Limited - Gayaza",GAYAZA,177345,HC00000493,"Bish Suppliers Ltd. - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
551,RT0537,151,"Bish Suppliers Limited - Gayaza",GAYAZA,177345,HC00000493,"Bish Suppliers Ltd. - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
552,RT0538,151,"Bish Suppliers Limited - Gayaza",GAYAZA,177345,HC00000493,"Bish Suppliers Ltd. - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
553,RT0539,151,"Bish Suppliers Limited - Gayaza",GAYAZA,177345,HC00000493,"Bish Suppliers Ltd. - Gayaza",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",397,"SB1 James Wamukota","397-SB1 James Wamukota"
579,RT0565,152,"Mugula Enterprises - Bugembe",BUGEMBE,178386,HC00000518,"M.Mugula Distributors Ltd. BLOCKED",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
580,RT0566,152,"Mugula Enterprises - Bugembe",BUGEMBE,178386,HC00000518,"M.Mugula Distributors Ltd. BLOCKED",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
581,RT0567,152,"Mugula Enterprises - Bugembe",BUGEMBE,178386,HC00000518,"M.Mugula Distributors Ltd. BLOCKED",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
582,RT0568,152,"Mugula Enterprises - Bugembe",BUGEMBE,178386,HC00000518,"M.Mugula Distributors Ltd. BLOCKED",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
559,RT0545,153,"Rugwiza Group Investments (U) Ltd - Mubende",MUBENDE,178356,HC00000517,"Rugwiza Group International Ltd-Mubende",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
560,RT0546,153,"Rugwiza Group Investments (U) Ltd - Mubende",MUBENDE,178356,HC00000517,"Rugwiza Group International Ltd-Mubende",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
561,RT0547,153,"Rugwiza Group Investments (U) Ltd - Mubende",MUBENDE,178356,HC00000517,"Rugwiza Group International Ltd-Mubende",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
562,RT0548,153,"Rugwiza Group Investments (U) Ltd - Mubende",MUBENDE,178356,HC00000517,"Rugwiza Group International Ltd-Mubende",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
563,RT0549,153,"Rugwiza Group Investments (U) Ltd - Mubende",MUBENDE,178356,HC00000517,"Rugwiza Group International Ltd-Mubende",8,Central2,14,"North Buganda 4",Uganda,294,"Central 2 Coren","294-Central 2 Coren",104,"NB2 Besweri","104-NB2 Besweri"
564,RT0550,154,"Zuwote Trading Group Ltd - Ggaba",GGABA,178477,HC00000521,"Zuwote Trading Group Ltd - GGaba",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",284,"SB4 Nakiyinga","284-SB4 Nakiyinga"
565,RT0551,154,"Zuwote Trading Group Ltd - Ggaba",GGABA,178477,HC00000521,"Zuwote Trading Group Ltd - GGaba",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",284,"SB4 Nakiyinga","284-SB4 Nakiyinga"
566,RT0552,154,"Zuwote Trading Group Ltd - Ggaba",GGABA,178477,HC00000521,"Zuwote Trading Group Ltd - GGaba",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",284,"SB4 Nakiyinga","284-SB4 Nakiyinga"
567,RT0553,154,"Zuwote Trading Group Ltd - Ggaba",GGABA,178477,HC00000521,"Zuwote Trading Group Ltd - GGaba",2,Central1,25,"South Buganda 7",Uganda,107,"Central 1 Jerome","107-Central 1 Jerome",284,"SB4 Nakiyinga","284-SB4 Nakiyinga"
568,RT0554,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
569,RT0555,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
570,RT0556,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
571,RT0557,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
572,RT0558,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
573,RT0559,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
574,RT0560,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
575,RT0561,155,"Oyoma General Stores Ltd - Arua",ARUA,175629,HC00000483,"Oyoma General Stores Ltd - Arua",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
576,RT0562,156,"Oyoma General Stores Ltd-Paidha",PAIDHA,178529,HC00000541,"OYOMA GENERAL STORES LTD - Paidha",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
577,RT0563,156,"Oyoma General Stores Ltd-Paidha",PAIDHA,178529,HC00000541,"OYOMA GENERAL STORES LTD - Paidha",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
578,RT0564,156,"Oyoma General Stores Ltd-Paidha",PAIDHA,178529,HC00000541,"OYOMA GENERAL STORES LTD - Paidha",3,North,32,"North West 3",Uganda,252,"North Ssemuyaba ","252-North Ssemuyaba ",250,"West Nile Simon","250-West Nile Simon"
586,RT0572,158,"Bren Group Limited - Kamuli",KAMULI,178905,HC00000556,"BREN GROUP LIMITED - KAMULI",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
587,RT0573,158,"Bren Group Limited - Kamuli",KAMULI,178905,HC00000556,"BREN GROUP LIMITED - KAMULI",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
588,RT0574,158,"Bren Group Limited - Kamuli",KAMULI,178905,HC00000556,"BREN GROUP LIMITED - KAMULI",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
589,RT0575,158,"Bren Group Limited - Kamuli",KAMULI,178905,HC00000556,"BREN GROUP LIMITED - KAMULI",4,EAST,27,"East 4",Uganda,111,"East Hassan","111-East Hassan",99,"SW4 Timothy","99-SW4 Timothy"
590,RT0576,160,"Alphia  Extra  Enterprises Limited-Rubaale",RUBAALE,178907,HC00000558,"Alphia Extra Enterprises Ltd-Rubaale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
591,RT0577,160,"Alphia  Extra  Enterprises Limited-Rubaale",RUBAALE,178907,HC00000558,"Alphia Extra Enterprises Ltd-Rubaale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
592,RT0578,160,"Alphia  Extra  Enterprises Limited-Rubaale",RUBAALE,178907,HC00000558,"Alphia Extra Enterprises Ltd-Rubaale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
593,RT0579,160,"Alphia  Extra  Enterprises Limited-Rubaale",RUBAALE,178907,HC00000558,"Alphia Extra Enterprises Ltd-Rubaale",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
594,RT0580,161,"Alphia Extra Enterprises Ltd-Ntungamo",NTUNGAMO,179836,HC00000561,"Alphia Extra Enterprises Ltd-NTUNGAMO",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
595,RT0581,161,"Alphia Extra Enterprises Ltd-Ntungamo",NTUNGAMO,179836,HC00000561,"Alphia Extra Enterprises Ltd-NTUNGAMO",10,West,30,"South West 4",Uganda,292,"West Fahad","292-West Fahad",138,"SW1 Farahan","138-SW1 Farahan"
